Time_of_Day,Day_of_Week,Month,Weather_Conditions,Road_Type,Road_Condition,Lighting_Conditions,Traffic_Control_Presence,Speed_Limit,Driver_Age,Driver_Gender,Alcohol_Involvement,Number_of_Vehicles_Involved,Accident_Severity
Afternoon,Thursday,Jan,Rain,City Road,Wet,Daylight,Speed Breaker,60,35,Male,No,2,Minor
Night,Tuesday,Oct,Rain,Highway,Dry,Daylight,Speed Breaker,60,67,Male,No,2,Fatal
Evening,Saturday,Oct,Rain,Highway,Dry,Street Lit,Speed Breaker,60,71,Male,No,1,Major
Night,Monday,Apr,Storm,City Road,Wet,Daylight,None,80,72,Male,No,1,Minor
Evening,Wednesday,Apr,Snow,Rural Road,Under Construction,No Lighting,Speed Breaker,30,55,Male,No,2,Minor
Afternoon,Tuesday,Jul,Rain,Highway,Dry,Daylight,Speed Breaker,80,60,Female,No,1,Major
Afternoon,Sunday,Oct,Clear,Highway,Under Construction,No Lighting,Signal,40,20,Male,No,2,Minor
Afternoon,Saturday,Nov,Fog,Highway,Wet,Daylight,Speed Breaker,60,65,Male,Yes,1,Minor
Afternoon,Thursday,Nov,Clear,City Road,Under Construction,Daylight,None,100,22,Female,No,2,Minor
Afternoon,Saturday,Sep,Clear,Highway,Dry,Daylight,Signal,60,41,Female,No,3,Major
Evening,Thursday,Sep,Fog,Highway,Dry,Street Lit,Speed Breaker,40,71,Male,No,3,Minor
Evening,Tuesday,May,Clear,City Road,Potholes,Street Lit,Speed Breaker,120,51,Male,No,4,Minor
Afternoon,Thursday,Oct,Clear,City Road,Under Construction,Daylight,Signal,100,64,Female,No,4,Minor
Night,Friday,Jan,Clear,Highway,Dry,No Lighting,Speed Breaker,80,65,Female,No,2,Minor
Morning,Friday,Jan,Fog,City Road,Dry,Daylight,Signal,60,56,Male,No,4,Minor
Afternoon,Friday,Jun,Clear,City Road,Dry,Street Lit,None,50,65,Male,Yes,3,Minor
Night,Sunday,Feb,Rain,Highway,Dry,Street Lit,None,100,41,Male,No,2,Minor
Morning,Sunday,Aug,Clear,Highway,Dry,Daylight,Signal,60,53,Male,No,1,Major
Afternoon,Monday,Sep,Rain,Rural Road,Dry,Daylight,Signal,100,45,Male,No,1,Minor
Afternoon,Sunday,Apr,Rain,Highway,Under Construction,No Lighting,Speed Breaker,50,65,Male,No,2,Minor
Evening,Tuesday,May,Clear,City Road,Dry,No Lighting,Signal,50,66,Male,No,1,Fatal
Morning,Saturday,Nov,Clear,Rural Road,Wet,No Lighting,Signal,120,51,Male,No,2,Major
Morning,Saturday,Aug,Clear,Highway,Dry,No Lighting,Speed Breaker,60,33,Male,No,1,Major
Night,Monday,Mar,Snow,Highway,Dry,Daylight,Signal,40,53,Male,No,1,Minor
Evening,Sunday,May,Rain,City Road,Dry,Street Lit,Signal,50,24,Male,Yes,2,Minor
Evening,Thursday,Mar,Storm,Rural Road,Dry,Daylight,None,60,35,Male,Yes,3,Major
Evening,Monday,Dec,Clear,Rural Road,Wet,No Lighting,None,30,23,Female,Yes,1,Major
Evening,Thursday,Oct,Rain,City Road,Under Construction,Daylight,Speed Breaker,60,67,Male,No,3,Minor
Morning,Thursday,Mar,Rain,Highway,Dry,Daylight,None,60,45,Female,No,2,Minor
Morning,Wednesday,Mar,Rain,City Road,Dry,Daylight,Signal,80,56,Male,No,1,Fatal
Afternoon,Saturday,Dec,Snow,City Road,Dry,Daylight,Signal,60,51,Male,No,1,Minor
Afternoon,Friday,Jul,Clear,City Road,Under Construction,Daylight,Signal,120,68,Male,No,1,Minor
Evening,Sunday,Jul,Clear,Highway,Wet,Street Lit,Speed Breaker,50,58,Female,No,1,Minor
Evening,Thursday,Jul,Rain,Highway,Dry,Street Lit,None,60,46,Male,No,1,Major
Evening,Wednesday,Oct,Rain,City Road,Wet,Daylight,Speed Breaker,40,21,Male,No,1,Major
Afternoon,Saturday,Aug,Rain,City Road,Under Construction,Street Lit,None,80,31,Male,No,1,Major
Night,Friday,May,Clear,Highway,Dry,Street Lit,Speed Breaker,120,22,Female,No,2,Minor
Night,Thursday,May,Clear,Highway,Dry,Daylight,Signal,100,42,Female,No,1,Minor
Afternoon,Thursday,Apr,Clear,Rural Road,Potholes,Daylight,Signal,60,56,Male,No,2,Minor
Afternoon,Monday,Jul,Clear,City Road,Wet,Street Lit,Signal,60,25,Male,No,1,Major
Afternoon,Monday,Oct,Rain,Highway,Dry,Street Lit,Signal,100,32,Male,No,2,Major
Afternoon,Saturday,Apr,Rain,Highway,Dry,Daylight,Speed Breaker,100,76,Male,No,3,Fatal
Afternoon,Friday,Feb,Clear,Highway,Dry,Street Lit,Signal,120,36,Male,No,1,Minor
Afternoon,Thursday,Apr,Clear,Rural Road,Dry,Daylight,Speed Breaker,60,76,Female,No,3,Major
Evening,Saturday,Aug,Clear,City Road,Wet,Daylight,Speed Breaker,120,28,Female,No,2,Minor
Evening,Saturday,Sep,Clear,City Road,Dry,Daylight,Signal,50,37,Male,Yes,2,Minor
Evening,Tuesday,Mar,Rain,City Road,Wet,Daylight,Signal,50,72,Male,No,2,Minor
Evening,Sunday,Jul,Storm,Highway,Under Construction,Street Lit,Signal,40,53,Male,No,1,Minor
Afternoon,Monday,Dec,Clear,City Road,Dry,No Lighting,Signal,50,35,Male,No,1,Fatal
Night,Friday,Sep,Rain,City Road,Dry,Daylight,None,80,31,Male,No,1,Minor
Morning,Thursday,Nov,Fog,Highway,Dry,Daylight,Signal,100,75,Male,No,1,Fatal
Afternoon,Saturday,Apr,Fog,Highway,Wet,Street Lit,Speed Breaker,80,55,Male,Yes,1,Minor
Morning,Thursday,Oct,Clear,City Road,Dry,Street Lit,None,80,42,Male,No,3,Minor
Night,Tuesday,Mar,Snow,Rural Road,Wet,Street Lit,None,60,33,Female,No,1,Minor
Evening,Friday,May,Clear,Highway,Under Construction,Street Lit,None,80,35,Male,No,4,Minor
Night,Saturday,Jan,Clear,Rural Road,Dry,Daylight,Signal,60,18,Male,No,1,Minor
Afternoon,Thursday,Mar,Clear,City Road,Potholes,Street Lit,Signal,100,57,Male,No,1,Minor
Evening,Monday,Aug,Clear,Highway,Potholes,Daylight,Signal,80,18,Male,No,1,Minor
Afternoon,Sunday,Nov,Clear,Highway,Dry,Daylight,Signal,80,18,Female,No,1,Fatal
Evening,Tuesday,Aug,Clear,Highway,Dry,Daylight,None,60,68,Female,No,4,Major
Morning,Friday,Apr,Clear,City Road,Potholes,Daylight,Speed Breaker,100,38,Male,Yes,2,Major
Morning,Tuesday,Feb,Fog,Highway,Potholes,No Lighting,Signal,50,78,Female,No,1,Minor
Morning,Monday,Aug,Fog,Highway,Dry,Street Lit,Signal,60,77,Male,No,3,Minor
Night,Friday,Aug,Clear,City Road,Dry,Daylight,Signal,80,42,Female,Yes,2,Minor
Afternoon,Tuesday,Oct,Fog,City Road,Dry,Daylight,Speed Breaker,60,44,Male,No,1,Major
Night,Wednesday,Apr,Fog,Highway,Potholes,Daylight,Speed Breaker,100,27,Male,No,2,Minor
Morning,Monday,Mar,Rain,City Road,Dry,Daylight,None,50,67,Male,No,2,Minor
Afternoon,Monday,Feb,Clear,City Road,Dry,Street Lit,None,60,29,Female,No,1,Minor
Morning,Monday,Sep,Rain,City Road,Under Construction,No Lighting,Signal,100,45,Male,No,2,Minor
Night,Wednesday,Jan,Storm,City Road,Dry,No Lighting,Signal,60,66,Female,No,1,Major
Night,Wednesday,Jul,Rain,Highway,Wet,Street Lit,Signal,60,49,Male,No,1,Minor
Night,Thursday,May,Clear,City Road,Dry,Street Lit,Signal,50,50,Female,No,1,Minor
Morning,Saturday,Aug,Clear,City Road,Under Construction,Daylight,None,50,25,Male,No,4,Major
Afternoon,Sunday,Apr,Rain,City Road,Dry,Daylight,Speed Breaker,80,59,Female,No,2,Minor
Afternoon,Tuesday,Jul,Clear,City Road,Wet,Daylight,Speed Breaker,40,43,Male,No,1,Minor
Morning,Thursday,May,Clear,City Road,Wet,Daylight,Signal,100,59,Male,Yes,1,Minor
Afternoon,Tuesday,May,Clear,Highway,Dry,Street Lit,Signal,80,67,Female,Yes,1,Major
Morning,Sunday,Sep,Fog,City Road,Dry,Daylight,Signal,50,78,Female,No,2,Fatal
Afternoon,Saturday,Sep,Fog,City Road,Dry,Daylight,Speed Breaker,80,58,Male,No,1,Major
Evening,Wednesday,Sep,Clear,City Road,Dry,Daylight,Speed Breaker,80,74,Male,No,2,Major
Evening,Saturday,Dec,Snow,Highway,Under Construction,No Lighting,Signal,50,19,Male,No,3,Minor
Night,Wednesday,Jun,Clear,Rural Road,Under Construction,Daylight,Speed Breaker,50,52,Male,Yes,2,Minor
Evening,Sunday,Jun,Rain,City Road,Dry,Street Lit,None,60,51,Male,No,1,Minor
Evening,Saturday,May,Rain,Highway,Wet,Street Lit,Signal,80,23,Male,No,1,Major
Evening,Thursday,Sep,Fog,City Road,Wet,Daylight,Speed Breaker,80,48,Male,No,1,Minor
Morning,Friday,Oct,Storm,City Road,Under Construction,Daylight,Signal,60,40,Female,No,2,Major
Evening,Thursday,Aug,Clear,City Road,Dry,Street Lit,Speed Breaker,80,29,Female,No,2,Major
Evening,Tuesday,Jul,Fog,City Road,Dry,Daylight,Speed Breaker,80,71,Male,No,1,Fatal
Night,Thursday,Jul,Clear,Rural Road,Dry,No Lighting,None,80,68,Male,No,1,Minor
Evening,Sunday,Jun,Rain,Highway,Dry,Daylight,Signal,80,45,Male,No,3,Minor
Evening,Monday,May,Rain,City Road,Dry,Daylight,Signal,50,32,Male,No,1,Minor
Afternoon,Tuesday,Apr,Rain,Rural Road,Dry,Street Lit,Signal,100,36,Male,No,1,Minor
Night,Saturday,Mar,Clear,Rural Road,Dry,Street Lit,Signal,80,29,Male,Yes,2,Major
Night,Tuesday,Mar,Fog,City Road,Wet,No Lighting,Speed Breaker,100,67,Male,No,1,Minor
Night,Friday,Jun,Clear,Rural Road,Dry,Street Lit,None,60,65,Male,No,2,Fatal
Night,Wednesday,Apr,Clear,Highway,Dry,No Lighting,Signal,50,19,Female,No,2,Fatal
Night,Saturday,Dec,Rain,Rural Road,Dry,Street Lit,Signal,60,28,Female,No,2,Minor
Night,Tuesday,Dec,Clear,Highway,Dry,Street Lit,Signal,60,61,Male,No,1,Minor
Morning,Saturday,Jun,Fog,Highway,Dry,Daylight,Signal,80,54,Male,Yes,1,Minor
Evening,Saturday,Mar,Clear,Highway,Dry,Daylight,Signal,60,76,Female,No,1,Minor
Night,Saturday,Apr,Clear,City Road,Dry,No Lighting,Signal,100,76,Male,No,1,Minor
Evening,Wednesday,Sep,Fog,Highway,Dry,Daylight,Speed Breaker,80,73,Female,No,4,Minor
Evening,Sunday,May,Clear,Highway,Dry,Daylight,Signal,80,55,Female,No,2,Minor
Morning,Thursday,Jul,Clear,Highway,Dry,Daylight,Speed Breaker,50,42,Female,No,1,Major
Night,Saturday,Oct,Rain,Highway,Under Construction,Daylight,Speed Breaker,120,60,Male,Yes,3,Minor
Afternoon,Monday,Feb,Clear,City Road,Dry,Daylight,Signal,100,38,Male,Yes,2,Minor
Morning,Sunday,May,Rain,City Road,Dry,Daylight,Speed Breaker,80,59,Female,Yes,1,Minor
Afternoon,Friday,Sep,Clear,Highway,Dry,Street Lit,Speed Breaker,50,53,Male,No,1,Fatal
Evening,Wednesday,Nov,Fog,City Road,Dry,Daylight,Speed Breaker,60,26,Male,No,1,Major
Evening,Tuesday,Mar,Fog,Rural Road,Dry,Daylight,Signal,40,29,Male,No,4,Minor
Morning,Wednesday,Sep,Rain,City Road,Dry,Daylight,Signal,60,27,Male,No,1,Major
Morning,Tuesday,Nov,Clear,Highway,Wet,Daylight,None,40,76,Female,No,3,Major
Afternoon,Wednesday,Jun,Fog,City Road,Dry,Daylight,Speed Breaker,60,63,Male,No,1,Major
Night,Tuesday,Apr,Rain,Highway,Dry,Street Lit,Signal,80,22,Female,No,3,Minor
Afternoon,Saturday,Jul,Rain,Highway,Under Construction,Daylight,Signal,60,50,Female,No,1,Major
Morning,Thursday,Aug,Clear,Highway,Potholes,No Lighting,Signal,60,22,Male,No,4,Minor
Afternoon,Tuesday,Jun,Fog,City Road,Dry,Daylight,Signal,100,33,Male,No,3,Fatal
Morning,Tuesday,May,Rain,Highway,Dry,Daylight,Speed Breaker,40,54,Female,No,1,Minor
Afternoon,Monday,Jun,Clear,Highway,Dry,Daylight,Signal,80,54,Male,No,2,Fatal
Morning,Tuesday,May,Clear,Highway,Dry,Daylight,Signal,50,46,Female,No,2,Fatal
Morning,Monday,Aug,Fog,Rural Road,Dry,Street Lit,Speed Breaker,30,35,Female,No,3,Minor
Morning,Friday,Jan,Clear,City Road,Dry,Street Lit,Signal,50,46,Male,No,1,Fatal
Night,Saturday,Nov,Snow,Highway,Wet,Street Lit,Speed Breaker,80,23,Female,Yes,1,Minor
Afternoon,Monday,Jul,Rain,City Road,Dry,Daylight,Speed Breaker,60,70,Male,No,3,Minor
Afternoon,Thursday,Oct,Rain,City Road,Dry,Daylight,Signal,100,35,Male,No,2,Minor
Afternoon,Sunday,Oct,Clear,City Road,Dry,Daylight,Speed Breaker,60,49,Female,Yes,1,Fatal
Morning,Saturday,Nov,Clear,Highway,Under Construction,No Lighting,Speed Breaker,30,77,Female,No,2,Minor
Afternoon,Monday,Feb,Storm,Rural Road,Dry,Daylight,Signal,80,59,Male,Yes,1,Minor
Afternoon,Saturday,Sep,Clear,Highway,Wet,Street Lit,Signal,40,64,Male,No,2,Major
Morning,Saturday,Jan,Rain,City Road,Dry,Daylight,Speed Breaker,80,48,Male,Yes,1,Fatal
Evening,Saturday,Nov,Clear,Highway,Dry,Daylight,None,50,79,Male,Yes,1,Major
Morning,Friday,Oct,Clear,Highway,Dry,Daylight,Speed Breaker,50,73,Male,No,1,Minor
Afternoon,Thursday,Jun,Clear,Highway,Dry,Daylight,Signal,80,71,Male,No,1,Minor
Morning,Wednesday,Sep,Clear,City Road,Dry,Street Lit,Speed Breaker,120,28,Male,No,1,Minor
Evening,Wednesday,Jan,Snow,Highway,Dry,Daylight,Signal,60,43,Female,No,1,Major
Morning,Monday,Apr,Clear,City Road,Dry,Street Lit,Speed Breaker,100,45,Male,No,1,Minor
Afternoon,Saturday,Apr,Clear,Highway,Wet,Daylight,Speed Breaker,50,44,Male,No,1,Minor
Evening,Monday,Sep,Clear,City Road,Dry,No Lighting,Speed Breaker,100,36,Female,No,2,Major
Night,Friday,Nov,Clear,City Road,Dry,Daylight,None,80,74,Female,No,1,Minor
Afternoon,Friday,May,Clear,City Road,Dry,Street Lit,Speed Breaker,50,62,Female,No,1,Minor
Evening,Tuesday,May,Fog,City Road,Wet,Street Lit,Speed Breaker,50,44,Male,Yes,2,Minor
Evening,Friday,Jun,Clear,City Road,Potholes,No Lighting,Signal,40,76,Male,Yes,3,Minor
Night,Tuesday,Jan,Clear,Highway,Dry,Daylight,None,60,79,Male,No,2,Minor
Morning,Thursday,Jan,Clear,City Road,Dry,Street Lit,None,50,37,Male,No,1,Minor
Morning,Monday,Sep,Snow,Highway,Dry,Daylight,Signal,80,20,Male,No,2,Major
Afternoon,Sunday,Mar,Clear,City Road,Potholes,Daylight,Signal,120,33,Male,No,4,Minor
Night,Thursday,Apr,Clear,City Road,Under Construction,Daylight,Signal,30,56,Male,No,1,Minor
Morning,Friday,Jan,Rain,Highway,Dry,Daylight,Speed Breaker,60,61,Male,No,4,Major
Night,Thursday,Sep,Rain,Highway,Dry,No Lighting,Speed Breaker,60,46,Male,No,1,Major
Morning,Thursday,Aug,Clear,City Road,Dry,Daylight,Signal,100,32,Male,No,1,Major
Evening,Thursday,Feb,Clear,City Road,Dry,Daylight,None,60,47,Male,No,1,Fatal
Morning,Friday,Aug,Rain,Rural Road,Wet,Street Lit,Signal,60,57,Male,No,2,Major
Night,Sunday,Jul,Clear,City Road,Dry,Daylight,Speed Breaker,60,72,Male,No,1,Minor
Evening,Saturday,Nov,Fog,City Road,Dry,Street Lit,Signal,50,66,Male,No,1,Major
Evening,Thursday,Jun,Rain,Rural Road,Wet,Daylight,Signal,40,18,Male,No,1,Minor
Evening,Tuesday,Jan,Clear,Highway,Under Construction,Daylight,Signal,60,46,Male,No,1,Minor
Night,Friday,Jul,Clear,Highway,Dry,Daylight,Signal,40,70,Male,No,1,Minor
Afternoon,Thursday,Oct,Clear,City Road,Wet,No Lighting,Speed Breaker,60,47,Female,No,1,Minor
Afternoon,Sunday,Jul,Rain,City Road,Dry,Street Lit,Speed Breaker,50,57,Male,No,1,Minor
Afternoon,Saturday,Sep,Clear,Rural Road,Under Construction,No Lighting,Signal,60,63,Male,No,4,Minor
Night,Friday,Jan,Clear,City Road,Under Construction,Daylight,Signal,40,49,Female,No,1,Minor
Evening,Wednesday,Feb,Rain,Highway,Dry,Daylight,Signal,100,27,Male,No,1,Major
Afternoon,Saturday,Nov,Snow,City Road,Wet,Daylight,Speed Breaker,100,44,Male,No,1,Fatal
Night,Tuesday,Sep,Clear,Highway,Under Construction,Daylight,Speed Breaker,50,68,Male,No,1,Minor
Afternoon,Thursday,Sep,Storm,Highway,Dry,Daylight,Signal,50,25,Female,No,1,Major
Morning,Sunday,Jun,Clear,City Road,Dry,Street Lit,Speed Breaker,80,68,Male,No,1,Minor
Afternoon,Wednesday,Jun,Clear,Highway,Wet,Daylight,Signal,40,53,Male,Yes,2,Fatal
Afternoon,Sunday,Apr,Clear,City Road,Dry,Daylight,None,60,59,Male,No,1,Minor
Evening,Wednesday,Apr,Clear,City Road,Dry,Street Lit,None,50,72,Male,No,1,Minor
Night,Friday,May,Clear,City Road,Under Construction,Street Lit,Speed Breaker,100,52,Male,No,1,Minor
Evening,Wednesday,Mar,Clear,Highway,Wet,Daylight,None,100,53,Female,No,2,Minor
Evening,Tuesday,Jan,Storm,Highway,Dry,Daylight,None,60,65,Male,No,2,Minor
Evening,Tuesday,Jan,Fog,Highway,Dry,Daylight,None,60,73,Male,No,1,Minor
Evening,Monday,Dec,Rain,Rural Road,Dry,Daylight,Speed Breaker,100,53,Male,No,1,Minor
Evening,Tuesday,Jul,Clear,City Road,Dry,Street Lit,Signal,100,42,Male,No,4,Minor
Afternoon,Saturday,Jan,Clear,City Road,Dry,Daylight,Signal,120,37,Female,No,1,Minor
Evening,Wednesday,Jan,Clear,Highway,Wet,Street Lit,Signal,40,78,Male,No,1,Fatal
Evening,Tuesday,Mar,Rain,Rural Road,Dry,Street Lit,Speed Breaker,50,79,Male,No,1,Minor
Night,Friday,Oct,Storm,Highway,Dry,Street Lit,Signal,80,69,Male,No,1,Minor
Morning,Sunday,Apr,Clear,Highway,Dry,Daylight,Signal,60,62,Male,No,4,Major
Afternoon,Sunday,Apr,Clear,City Road,Potholes,Daylight,Signal,30,70,Male,No,4,Major
Afternoon,Monday,Feb,Clear,Rural Road,Dry,Street Lit,Signal,40,34,Female,Yes,2,Minor
Afternoon,Sunday,Jan,Clear,Highway,Dry,Daylight,Speed Breaker,100,40,Male,No,1,Major
Evening,Wednesday,Mar,Clear,Highway,Dry,Daylight,None,100,42,Female,No,1,Minor
Evening,Monday,Nov,Rain,Rural Road,Dry,Daylight,Speed Breaker,60,65,Female,No,1,Minor
Evening,Wednesday,Apr,Rain,Highway,Dry,Daylight,Speed Breaker,100,77,Female,No,4,Minor
Night,Friday,Mar,Clear,Highway,Dry,Street Lit,Speed Breaker,60,74,Male,Yes,2,Major
Morning,Monday,Aug,Clear,City Road,Dry,Daylight,Signal,100,66,Male,No,1,Minor
Evening,Thursday,Oct,Snow,Rural Road,Dry,Daylight,Signal,60,48,Female,No,1,Major
Morning,Saturday,Jan,Clear,City Road,Dry,Daylight,None,40,23,Female,No,1,Minor
Night,Saturday,Feb,Clear,Rural Road,Dry,Daylight,Signal,60,52,Female,No,4,Major
Afternoon,Wednesday,Jul,Clear,City Road,Dry,Street Lit,Signal,60,69,Male,No,1,Minor
Evening,Sunday,Apr,Clear,Highway,Dry,Street Lit,Speed Breaker,60,73,Male,No,1,Minor
Morning,Thursday,Aug,Clear,Rural Road,Dry,Daylight,Signal,40,21,Female,No,1,Minor
Morning,Monday,Nov,Fog,City Road,Dry,Daylight,Signal,120,57,Male,Yes,1,Major
Evening,Thursday,Mar,Clear,Highway,Wet,Daylight,Signal,50,37,Male,No,3,Minor
Afternoon,Thursday,Jun,Clear,City Road,Dry,Street Lit,Signal,50,58,Male,No,4,Major
Afternoon,Sunday,Sep,Rain,Highway,Dry,Daylight,Signal,60,71,Male,Yes,3,Major
Afternoon,Monday,Jan,Clear,Highway,Dry,Street Lit,Signal,60,18,Male,No,2,Minor
Night,Friday,Jan,Fog,Highway,Potholes,Daylight,Speed Breaker,60,62,Male,No,1,Fatal
Morning,Sunday,Aug,Fog,City Road,Under Construction,Street Lit,None,80,43,Male,No,1,Major
Morning,Thursday,Mar,Clear,City Road,Dry,Daylight,Signal,60,51,Male,Yes,1,Minor
Morning,Thursday,May,Rain,City Road,Dry,Street Lit,None,80,72,Male,No,2,Minor
Night,Friday,Jan,Clear,Rural Road,Dry,Daylight,Signal,80,27,Male,No,1,Minor
Morning,Thursday,May,Snow,Highway,Dry,Street Lit,Signal,30,40,Female,Yes,2,Minor
Night,Thursday,Nov,Clear,Highway,Dry,Daylight,Signal,60,68,Male,No,1,Minor
Afternoon,Thursday,Jun,Snow,Highway,Wet,Daylight,Speed Breaker,100,66,Male,No,1,Minor
Evening,Saturday,Aug,Rain,Highway,Dry,Street Lit,Signal,30,41,Female,Yes,2,Major
Morning,Sunday,Mar,Clear,Highway,Under Construction,Daylight,Speed Breaker,60,30,Female,No,3,Minor
Morning,Tuesday,Mar,Clear,City Road,Dry,Street Lit,Speed Breaker,100,46,Male,No,1,Major
Afternoon,Sunday,Dec,Snow,Rural Road,Under Construction,Street Lit,Speed Breaker,60,75,Male,No,1,Minor
Evening,Friday,Nov,Fog,Rural Road,Wet,Daylight,Speed Breaker,60,63,Male,No,3,Minor
Night,Thursday,Nov,Clear,Highway,Dry,Daylight,None,120,44,Male,No,2,Major
Evening,Sunday,Oct,Rain,Rural Road,Dry,Daylight,Signal,50,48,Female,No,1,Major
Afternoon,Saturday,Sep,Clear,Highway,Dry,Daylight,Signal,40,60,Female,No,1,Minor
Afternoon,Friday,Apr,Clear,Highway,Dry,Daylight,Speed Breaker,100,27,Female,Yes,1,Minor
Evening,Wednesday,Apr,Clear,Rural Road,Dry,Street Lit,Speed Breaker,100,48,Male,No,1,Minor
Night,Sunday,Dec,Clear,City Road,Dry,Daylight,Signal,60,56,Male,No,3,Minor
Night,Wednesday,Jul,Fog,Highway,Dry,Daylight,Signal,60,27,Female,No,1,Minor
Morning,Thursday,Feb,Clear,City Road,Potholes,Daylight,Signal,100,41,Male,No,1,Major
Night,Saturday,Aug,Fog,Highway,Dry,Daylight,Signal,80,50,Male,No,1,Minor
Evening,Saturday,Jun,Clear,City Road,Potholes,Daylight,Signal,50,31,Female,Yes,1,Minor
Afternoon,Sunday,Mar,Clear,City Road,Dry,Street Lit,None,30,52,Male,No,1,Minor
Morning,Friday,Sep,Clear,Rural Road,Wet,Street Lit,Speed Breaker,60,62,Male,No,1,Minor
Morning,Friday,May,Clear,Highway,Dry,Daylight,Signal,100,51,Female,No,1,Minor
Afternoon,Saturday,Aug,Clear,Highway,Dry,No Lighting,Speed Breaker,100,34,Male,No,1,Minor
Night,Friday,Jul,Clear,City Road,Under Construction,Daylight,None,120,38,Male,No,1,Minor
Afternoon,Saturday,Aug,Rain,City Road,Dry,No Lighting,Signal,100,49,Male,No,1,Major
Night,Sunday,Jul,Clear,Highway,Wet,Street Lit,Signal,60,20,Male,No,2,Minor
Afternoon,Tuesday,Mar,Clear,City Road,Dry,Street Lit,Speed Breaker,60,75,Male,No,1,Fatal
Evening,Saturday,Feb,Clear,Rural Road,Dry,Daylight,Speed Breaker,80,32,Male,No,1,Minor
Night,Wednesday,Jul,Fog,Rural Road,Dry,Daylight,Signal,80,25,Male,No,1,Minor
Evening,Friday,Mar,Storm,City Road,Wet,Daylight,None,60,49,Female,No,4,Major
Morning,Saturday,Mar,Clear,Rural Road,Dry,Street Lit,Signal,40,55,Male,No,3,Major
Afternoon,Saturday,Feb,Clear,City Road,Wet,Daylight,Signal,100,43,Female,No,1,Minor
Morning,Sunday,Apr,Clear,City Road,Under Construction,Street Lit,Signal,60,47,Male,No,2,Major
Morning,Friday,Aug,Snow,Highway,Dry,Daylight,Signal,60,26,Male,No,1,Major
Morning,Tuesday,Dec,Clear,Highway,Dry,Street Lit,Speed Breaker,80,74,Male,No,1,Major
Morning,Sunday,Jan,Clear,Highway,Wet,Daylight,None,80,49,Male,No,1,Minor
Afternoon,Tuesday,Jan,Clear,City Road,Dry,Daylight,Signal,50,28,Female,No,1,Major
Morning,Sunday,Dec,Clear,Highway,Dry,Daylight,None,100,39,Male,No,1,Major
Afternoon,Friday,May,Clear,Rural Road,Dry,Daylight,None,50,51,Male,No,2,Major
Afternoon,Monday,Nov,Rain,Highway,Dry,Daylight,Signal,50,58,Male,No,2,Major
Evening,Friday,May,Clear,Highway,Dry,Street Lit,Speed Breaker,60,35,Male,No,1,Fatal
Night,Friday,Nov,Rain,City Road,Dry,Daylight,Signal,80,36,Male,No,1,Minor
Night,Tuesday,Dec,Clear,Highway,Wet,Daylight,Speed Breaker,120,71,Male,No,1,Minor
Afternoon,Tuesday,Jan,Clear,Highway,Dry,Street Lit,Signal,100,35,Male,No,1,Minor
Evening,Friday,Jun,Storm,Highway,Dry,Daylight,Speed Breaker,100,54,Male,No,4,Minor
Afternoon,Friday,Jan,Clear,City Road,Potholes,No Lighting,Signal,40,35,Male,No,2,Minor
Afternoon,Friday,May,Fog,City Road,Wet,No Lighting,None,40,29,Male,No,4,Minor
Afternoon,Tuesday,Sep,Clear,City Road,Under Construction,Daylight,None,60,21,Male,No,2,Minor
Evening,Friday,Dec,Clear,City Road,Dry,Daylight,Signal,50,64,Male,No,1,Major
Night,Friday,May,Snow,City Road,Wet,Daylight,Signal,100,60,Female,No,1,Major
Evening,Thursday,Jun,Clear,Highway,Dry,Street Lit,Signal,80,44,Female,No,1,Minor
Morning,Monday,Aug,Fog,Highway,Dry,Daylight,Speed Breaker,120,68,Female,No,1,Fatal
Evening,Wednesday,Nov,Clear,City Road,Dry,Street Lit,Signal,50,22,Male,No,2,Minor
Evening,Monday,Jan,Fog,Highway,Dry,Street Lit,Speed Breaker,60,23,Female,No,1,Major
Evening,Thursday,Feb,Clear,Highway,Under Construction,Daylight,Signal,60,30,Male,No,1,Major
Evening,Wednesday,Sep,Clear,City Road,Dry,Street Lit,Signal,50,40,Female,No,2,Minor
Night,Sunday,Mar,Rain,City Road,Wet,Street Lit,Signal,60,59,Male,Yes,3,Minor
Morning,Friday,Jun,Storm,Highway,Wet,Daylight,Signal,60,73,Male,No,1,Minor
Night,Thursday,May,Storm,Highway,Dry,Street Lit,Speed Breaker,60,42,Male,Yes,2,Major
Night,Sunday,Nov,Fog,Rural Road,Dry,Street Lit,None,60,63,Male,Yes,1,Major
Evening,Friday,Feb,Fog,Rural Road,Dry,Daylight,Signal,30,21,Female,No,1,Minor
Afternoon,Tuesday,Jul,Clear,City Road,Dry,Daylight,Speed Breaker,60,69,Female,No,1,Minor
Afternoon,Saturday,Apr,Clear,City Road,Dry,Daylight,Signal,50,72,Female,No,1,Minor
Night,Thursday,Jan,Clear,City Road,Potholes,Daylight,Speed Breaker,30,49,Male,Yes,2,Minor
Night,Tuesday,Apr,Clear,Rural Road,Dry,No Lighting,Signal,50,61,Male,No,1,Fatal
Evening,Thursday,Jun,Clear,Rural Road,Dry,Daylight,Speed Breaker,50,32,Male,No,2,Minor
Night,Thursday,Jul,Clear,Highway,Under Construction,Street Lit,None,60,43,Female,No,3,Fatal
